file,num_words,num_paragraphs,num_chars,extraction_time
./downloads\2406.17803.tar,3208,31,23681,1.1477091312408447
./downloads\2406.18070.tar,1963,36,13392,0.6690547466278076
./downloads\2406.18146.tar,194,2,1317,0.668330192565918
./downloads\2406.18460.tar,4703,65,33386,2.038942575454712
./downloads\2406.18505.tar,7226,96,54313,2.5960421562194824
./downloads\2406.18746.tar,2654,28,16766,1.1482279300689697
./downloads\2406.19081.tar,0,1,0,0.1291646957397461
./downloads\2406.19146.tar,0,1,0,0.9831054210662842
./downloads\2406.19486.tar,0,1,0,0.1819777488708496
./downloads\2406.19501.tar,2446,34,15191,1.213590145111084
./downloads\2406.19774.tar,3082,51,18942,1.6037752628326416
./downloads\2407.00600.tar,0,1,0,0.343311071395874
./downloads\2407.00653.tar,0,1,0,0.37633299827575684
./downloads\2407.00945.tar,0,1,0,0.5299806594848633
./downloads\2407.00958.tar,3193,49,20193,2.1115989685058594
./downloads\2407.01009.tar,0,1,0,2.0678412914276123
./downloads\2407.01300.tar,0,1,0,0.47678470611572266
./downloads\2407.01408.tar,3989,32,29632,2.169814109802246
./downloads\2407.01885.tar,6843,38,50652,2.558617115020752
./downloads\2407.01887.tar,11713,104,81166,4.141923427581787
./downloads\2407.01911.tar,0,1,0,0.54325270652771
./downloads\2407.02043.tar,3866,64,26990,1.0436248779296875
./downloads\2407.02056.tar,0,1,0,0.513953447341919
./downloads\2407.02118.tar,0,1,0,0.4087958335876465
./downloads\2407.02301.tar,3108,52,24229,1.246427297592163
./downloads\2407.02408.tar,0,1,0,2.383209228515625
./downloads\2407.02666.tar,3003,14,21954,0.9243535995483398
./downloads\2407.02694.tar,0,1,0,0.4420318603515625
./downloads\2407.02716.tar,0,1,0,0.45503687858581543
./downloads\2407.02775.tar,2475,40,16576,1.1088511943817139
./downloads\2407.02819.tar,4389,33,30499,1.8875346183776855
./downloads\2407.03056.tar,2137,32,13855,1.6889829635620117
./downloads\2407.03181.tar,0,1,0,0.8131887912750244
./downloads\2407.03489.tar,0,1,0,0.4118976593017578
./downloads\2407.03575.tar,3475,28,23724,1.4610826969146729
./downloads\2407.03876.tar,2770,28,22853,1.39457106590271
./downloads\2407.04449.tar,0,1,0,0.48130226135253906
./downloads\2407.04899.tar,11062,33,71665,1.7805557250976562
./downloads\2407.05131.tar,2112,27,14715,1.1308717727661133
./downloads\2407.05213.tar,2314,28,17464,0.6534683704376221
./downloads\2407.05412.tar,2863,8,18069,0.963284969329834
./downloads\2407.05563.tar,0,1,0,0.2869577407836914
./downloads\2407.05740.tar,0,1,0,0.6340746879577637
./downloads\2407.06172.tar,0,1,0,0.22557353973388672
./downloads\2407.06177.tar,462,2,2951,0.901106595993042
./downloads\2407.06438.tar,0,1,0,0.3634185791015625
./downloads\2407.06542.tar,7616,59,57342,1.9148283004760742
./downloads\2407.06654.tar,4873,32,35822,1.408400297164917
./downloads\2407.07263.tar,3864,44,27237,1.0395534038543701
./downloads\2407.07880.tar,0,1,0,0.7616593837738037
./downloads\2407.08216.tar,0,1,0,1.1616747379302979
./downloads\2407.08374.tar,3954,6,26892,0.6464259624481201
./downloads\2407.08410.tar,4353,41,28287,1.5310332775115967
./downloads\2407.08440.tar,1940,26,13089,1.1839604377746582
./downloads\2407.08672.tar,0,1,0,0.5361518859863281
./downloads\2407.08970.tar,2232,45,15418,1.1960980892181396
./downloads\2407.09050.tar,0,1,0,0.2529435157775879
./downloads\2407.09292.tar,3655,65,24577,1.5618090629577637
./downloads\2407.09336.tar,6344,80,40019,2.645568609237671
./downloads\2407.09413.tar,0,1,0,0.7783424854278564
./downloads\2407.09429.tar,0,1,0,0.25173234939575195
./downloads\2407.09447.tar,4708,47,30084,2.042487859725952
./downloads\2407.09652.tar,788,4,6698,0.6500089168548584
./downloads\2407.09985.tar,3853,40,25757,1.2223212718963623
./downloads\2407.10274.tar,4673,25,31758,1.2693736553192139
./downloads\2407.10380.tar,0,1,0,0.6016385555267334
./downloads\2407.10704.tar,2728,29,18394,1.4132912158966064
./downloads\2407.10817.tar,0,1,0,0.5532259941101074
./downloads\2407.10873.tar,0,1,0,0.38596224784851074
./downloads\2407.10969.tar,2382,48,15000,1.2450225353240967
./downloads\2407.11681.tar,3403,34,22601,1.659031867980957
./downloads\2407.11717.tar,3442,69,22639,1.8610310554504395
./downloads\2407.12043.tar,0,1,0,0.6871533393859863
./downloads\2407.12064.tar,4365,48,31600,1.2974109649658203
./downloads\2407.12094.tar,1873,24,12178,0.7763221263885498
./downloads\2407.12580.tar,2688,27,17862,1.1739153861999512
./downloads\2407.12665.tar,1626,17,10831,0.6778123378753662
./downloads\2407.12735.tar,0,1,0,0.3598604202270508
./downloads\2407.12865.tar,3124,65,21129,1.4248244762420654
./downloads\2407.12872.tar,0,1,0,2.022653818130493
./downloads\2407.13806.tar,2737,35,18622,1.441542625427246
./downloads\2407.14474.tar,0,1,0,0.2373819351196289
./downloads\2407.14562.tar,1475,20,10323,1.088374137878418
./downloads\2407.14563.tar,0,1,0,0.22327423095703125
./downloads\2407.14614.tar,0,1,0,0.4122440814971924
./downloads\2407.14679.tar,0,1,0,0.36670398712158203
./downloads\2407.14916.tar,2875,48,18701,1.9685146808624268
./downloads\2407.14985.tar,0,1,0,0.30626344680786133
./downloads\2407.15042.tar,0,1,0,0.2088475227355957
./downloads\2407.15158.tar,0,1,0,0.20709800720214844
./downloads\2407.15399.tar,0,1,0,0.32868266105651855
./downloads\2407.16470.tar,3018,27,22659,1.3494908809661865
./downloads\2407.17022.tar,547,4,3526,0.46474194526672363
./downloads\2407.17058.tar,0,1,0,0.9868402481079102
./downloads\2407.17349.tar,1004,12,6597,0.9461305141448975
./downloads\2407.17417.tar,0,1,0,0.2633795738220215
./downloads\2407.17449.tar,2295,19,15034,0.956554651260376
./downloads\2407.17467.tar,0,1,0,0.3457024097442627
./downloads\2407.17636.tar,1126,5,7651,1.1512799263000488
./downloads\2407.18418.tar,2730,41,19506,2.1712868213653564
./downloads\2407.18454.tar,6458,45,43996,2.9844424724578857
./downloads\2407.19474.tar,0,1,0,0.728402853012085
./downloads\2407.19594.tar,1027,7,6705,0.6330051422119141
./downloads\2407.19619.tar,0,1,0,0.17352032661437988
./downloads\2407.19842.tar,2884,36,17789,0.9333722591400146
./downloads\2407.19866.tar,747,11,4985,0.5014495849609375
./downloads\2407.19897.tar,1826,31,12171,1.113565444946289
./downloads\2407.19943.tar,0,1,0,0.30747461318969727
./downloads\2407.20105.tar,0,1,0,0.3123133182525635
./downloads\2407.20271.tar,0,1,0,0.28112268447875977
./downloads\2407.20596.tar,1257,14,8062,1.1392130851745605
./downloads\2407.20657.tar,2103,28,14726,1.1844666004180908
./downloads\2407.21011.tar,0,1,0,0.3298225402832031
./downloads\2407.21058.tar,0,1,0,0.3972432613372803
./downloads\2407.21149.tar,2799,32,20086,0.8799281120300293
./downloads\2407.21311.tar,3250,39,22646,1.3337199687957764
./downloads\2407.21368.tar,1710,21,11302,0.7179274559020996
./downloads\2407.21417.tar,3355,35,26911,1.3351984024047852
./downloads\2407.21530.tar,0,1,0,0.9619901180267334
./downloads\2407.21638.tar,1971,14,12620,0.5966477394104004
./downloads\2408.00137.tar,0,1,0,0.6862537860870361
./downloads\2408.00331.tar,0,1,0,0.3628668785095215
./downloads\2408.00427.tar,4061,30,24874,1.8199193477630615
./downloads\2408.00588.tar,2773,28,20722,1.1141200065612793
./downloads\2408.00724.tar,1839,28,11710,1.8492157459259033
./downloads\2408.00802.tar,0,1,0,0.3691082000732422
./downloads\2408.00994.tar,0,1,0,0.43939805030822754
./downloads\2408.01337.tar,2944,25,19013,1.542649745941162
./downloads\2408.01571.tar,2789,38,19116,1.5547904968261719
./downloads\2408.01963.tar,0,1,0,0.5002243518829346
./downloads\2408.02056.tar,2403,34,15661,1.7519850730895996
./downloads\2408.02103.tar,0,1,0,1.169480323791504
./downloads\2408.02416.tar,0,1,0,0.664872407913208
./downloads\2408.02632.tar,3974,65,26222,2.064861297607422
./downloads\2408.02651.tar,0,1,0,0.5166277885437012
./downloads\2408.03092.tar,0,1,0,0.3576042652130127
./downloads\2408.03246.tar,3670,29,24614,2.372347831726074
./downloads\2408.03297.tar,0,1,0,0.5164339542388916
./downloads\2408.03402.tar,1191,14,8588,0.9854357242584229
./downloads\2408.03560.tar,3671,37,25719,1.5515260696411133
./downloads\2408.03907.tar,1341,11,8728,0.9495842456817627
./downloads\2408.04381.tar,3310,40,21369,1.2948875427246094
./downloads\2408.04816.tar,0,1,0,0.22695159912109375
./downloads\2408.04955.tar,4458,51,27316,1.794271469116211
./downloads\2408.05442.tar,2468,39,16311,1.5163531303405762
./downloads\2408.06450.tar,0,1,0,0.19698190689086914
./downloads\2408.06663.tar,0,1,0,1.5457823276519775
./downloads\2408.06943.tar,3002,36,18996,0.7635486125946045
./downloads\2408.07465.tar,0,1,0,0.19841241836547852
./downloads\2408.07852.tar,1720,17,10519,0.9948310852050781
./downloads\2408.08310.tar,2728,44,20842,1.2811617851257324
./downloads\2408.08631.tar,0,1,0,0.5388891696929932
./downloads\2408.08704.tar,1829,25,12827,1.11629319190979
./downloads\2408.09743.tar,6881,46,46359,1.6216442584991455
./downloads\2408.09849.tar,0,1,0,0.33101344108581543
./downloads\2408.10433.tar,2110,22,13526,1.1274123191833496
./downloads\2408.10473.tar,0,1,0,0.8099679946899414
./downloads\2408.11219.tar,4258,27,28223,1.3799090385437012
./downloads\2408.11297.tar,4476,51,30641,1.7803878784179688
./downloads\2408.11843.tar,5399,88,41046,1.9962007999420166
./downloads\2408.11854.tar,0,1,0,0.436124324798584
./downloads\2408.12337.tar,0,1,0,0.9240353107452393
./downloads\2408.12798.tar,5697,73,39552,1.6164579391479492
./downloads\2408.13372.tar,0,1,0,0.21523571014404297
./downloads\2408.13442.tar,0,1,0,0.4024355411529541
./downloads\2408.13654.tar,2957,28,20203,1.890692949295044
./downloads\2408.13898.tar,2895,28,19015,0.840998649597168
./downloads\2408.13933.tar,0,1,0,0.4482285976409912
./downloads\2408.14866.tar,3377,38,24653,1.19822359085083
./downloads\2408.15313.tar,0,1,0,0.34737300872802734
./downloads\2408.15971.tar,0,1,0,0.609053373336792
./downloads\2408.17181.tar,0,1,0,0.7185235023498535
./downloads\2409.00106.tar,0,1,0,1.688446283340454
./downloads\2409.01483.tar,2730,18,16756,1.5625815391540527
./downloads\2409.01584.tar,827,9,5382,1.1949799060821533
./downloads\2409.06072.tar,6183,53,48834,1.5084373950958252
